spot_name,district,category,year,month,season,festival,total_visitors,estimated_visitors
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,384,384
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2024,December,Winter,Christmas,458,458
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",456,456
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,435,435
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",342,342
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",337,337
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,May,Summer,May Day,417,417
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",260,260
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,July,Monsoon,Bonalu,271,271
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",261,261
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),276,276
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",401,401
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,400,400
Shilpa Kala Vedika,Hyderabad,Other/Cultural Site,2025,December,Winter,Christmas,452,452
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",84686,84686
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,81721,81721
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",59507,59507
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",60395,60395
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,May,Summer,May Day,72793,72793
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",48930,48930
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,July,Monsoon,Bonalu,46127,46127
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",46752,46752
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",50579,50579
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",71454,71454
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,72358,72358
Shilparamam,Ranga Reddy,Other/Cultural Site,2024,December,Winter,Christmas,80795,80795
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",81416,81416
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,83820,83820
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",61359,61359
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",63897,63897
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,May,Summer,May Day,75811,75811
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",46486,46486
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,July,Monsoon,Bonalu,46739,46739
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",48381,48381
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),48146,48146
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",76934,76934
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,75474,75474
Shilparamam,Ranga Reddy,Other/Cultural Site,2025,December,Winter,Christmas,80159,80159
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",1769,1769
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,February,Winter,No Major Festival / Public Holiday,1188,1188
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,March,Summer,"Maha Shivaratri, Holi",962,962
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",903,903
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,May,Summer,May Day,1213,1213
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",769,769
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,July,Monsoon,Bonalu,775,775
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",768,768
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",758,758
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",1600,1600
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,November,Post-Monsoon,Diwali/Deepavali,1199,1199
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2024,December,Winter,Christmas,1845,1845
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",1749,1749
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,February,Winter,Maha Shivaratri,1314,1314
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",959,959
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",954,954
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,May,Summer,May Day,1143,1143
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",723,723
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,July,Monsoon,Bonalu,705,705
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",726,726
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),750,750
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",1586,1586
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,November,Post-Monsoon,No Major Festival / Public Holiday,1142,1142
Shiva Parvathi Statue,Hanumakonda,Monument/Tomb,2025,December,Winter,Christmas,1850,1850
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",15768,15768
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,February,Winter,No Major Festival / Public Holiday,9526,9526
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,March,Summer,"Maha Shivaratri, Holi",7069,7069
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",7842,7842
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,May,Summer,May Day,6741,6741
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4300,4300
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,July,Monsoon,Bonalu,4337,4337
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",4547,4547
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",4264,4264
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",18000,18000
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,November,Post-Monsoon,Diwali/Deepavali,7282,7282
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2024,December,Winter,Christmas,7272,7272
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",16401,16401
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,February,Winter,Maha Shivaratri,7069,7069
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",7535,7535
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",5641,5641
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,May,Summer,May Day,6709,6709
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4341,4341
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,July,Monsoon,Bonalu,4583,4583
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",4454,4454
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),4327,4327
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",17641,17641
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,November,Post-Monsoon,No Major Festival / Public Holiday,9040,9040
Shyam Mandir Temple / Veeranna Gutta,Hyderabad,Temple,2025,December,Winter,Christmas,7822,7822
Shyamgarh Fort,Nirmal,Fort,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",9235,9235
Shyamgarh Fort,Nirmal,Fort,2024,February,Winter,No Major Festival / Public Holiday,6551,6551
Shyamgarh Fort,Nirmal,Fort,2024,March,Summer,"Maha Shivaratri, Holi",4619,4619
Shyamgarh Fort,Nirmal,Fort,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",4923,4923
Shyamgarh Fort,Nirmal,Fort,2024,May,Summer,May Day,6091,6091
Shyamgarh Fort,Nirmal,Fort,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3638,3638
Shyamgarh Fort,Nirmal,Fort,2024,July,Monsoon,Bonalu,3721,3721
Shyamgarh Fort,Nirmal,Fort,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",3759,3759
Shyamgarh Fort,Nirmal,Fort,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",3657,3657
Shyamgarh Fort,Nirmal,Fort,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",7581,7581
Shyamgarh Fort,Nirmal,Fort,2024,November,Post-Monsoon,Diwali/Deepavali,5556,5556
Shyamgarh Fort,Nirmal,Fort,2024,December,Winter,Christmas,8521,8521
Shyamgarh Fort,Nirmal,Fort,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",8690,8690
Shyamgarh Fort,Nirmal,Fort,2025,February,Winter,Maha Shivaratri,6003,6003
Shyamgarh Fort,Nirmal,Fort,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",4962,4962
Shyamgarh Fort,Nirmal,Fort,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",4866,4866
Shyamgarh Fort,Nirmal,Fort,2025,May,Summer,May Day,5463,5463
Shyamgarh Fort,Nirmal,Fort,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",3817,3817
Shyamgarh Fort,Nirmal,Fort,2025,July,Monsoon,Bonalu,3819,3819
Shyamgarh Fort,Nirmal,Fort,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",3955,3955
Shyamgarh Fort,Nirmal,Fort,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),3526,3526
Shyamgarh Fort,Nirmal,Fort,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",7806,7806
Shyamgarh Fort,Nirmal,Fort,2025,November,Post-Monsoon,No Major Festival / Public Holiday,6045,6045
Shyamgarh Fort,Nirmal,Fort,2025,December,Winter,Christmas,9203,9203
Siddeswara Temple,Hanumakonda,Temple,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",17478,17478
Siddeswara Temple,Hanumakonda,Temple,2024,February,Winter,No Major Festival / Public Holiday,9815,9815
Siddeswara Temple,Hanumakonda,Temple,2024,March,Summer,"Maha Shivaratri, Holi",7116,7116
Siddeswara Temple,Hanumakonda,Temple,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",7246,7246
Siddeswara Temple,Hanumakonda,Temple,2024,May,Summer,May Day,6837,6837
Siddeswara Temple,Hanumakonda,Temple,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4397,4397
Siddeswara Temple,Hanumakonda,Temple,2024,July,Monsoon,Bonalu,4381,4381
Siddeswara Temple,Hanumakonda,Temple,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",4755,4755
Siddeswara Temple,Hanumakonda,Temple,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",4312,4312
Siddeswara Temple,Hanumakonda,Temple,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",17732,17732
Siddeswara Temple,Hanumakonda,Temple,2024,November,Post-Monsoon,Diwali/Deepavali,6486,6486
Siddeswara Temple,Hanumakonda,Temple,2024,December,Winter,Christmas,7586,7586
Siddeswara Temple,Hanumakonda,Temple,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",17323,17323
Siddeswara Temple,Hanumakonda,Temple,2025,February,Winter,Maha Shivaratri,7309,7309
Siddeswara Temple,Hanumakonda,Temple,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",7130,7130
Siddeswara Temple,Hanumakonda,Temple,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",5803,5803
Siddeswara Temple,Hanumakonda,Temple,2025,May,Summer,May Day,7076,7076
Siddeswara Temple,Hanumakonda,Temple,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4601,4601
Siddeswara Temple,Hanumakonda,Temple,2025,July,Monsoon,Bonalu,4402,4402
Siddeswara Temple,Hanumakonda,Temple,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",4366,4366
Siddeswara Temple,Hanumakonda,Temple,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),4746,4746
Siddeswara Temple,Hanumakonda,Temple,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",18126,18126
Siddeswara Temple,Hanumakonda,Temple,2025,November,Post-Monsoon,No Major Festival / Public Holiday,8924,8924
Siddeswara Temple,Hanumakonda,Temple,2025,December,Winter,Christmas,7811,7811
Singur Dam,Sangareddy,Dam/Barrage,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",503,503
Singur Dam,Sangareddy,Dam/Barrage,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",517,517
Singur Dam,Sangareddy,Dam/Barrage,2024,February,Winter,No Major Festival / Public Holiday,502,502
Singur Dam,Sangareddy,Dam/Barrage,2024,February,Winter,No Major Festival / Public Holiday,489,489
Singur Dam,Sangareddy,Dam/Barrage,2024,March,Summer,"Maha Shivaratri, Holi",363,363
Singur Dam,Sangareddy,Dam/Barrage,2024,March,Summer,"Maha Shivaratri, Holi",397,397
Singur Dam,Sangareddy,Dam/Barrage,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",378,378
Singur Dam,Sangareddy,Dam/Barrage,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",397,397
Singur Dam,Sangareddy,Dam/Barrage,2024,May,Summer,May Day,464,464
Singur Dam,Sangareddy,Dam/Barrage,2024,May,Summer,May Day,469,469
Singur Dam,Sangareddy,Dam/Barrage,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",310,310
Singur Dam,Sangareddy,Dam/Barrage,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",305,305
Singur Dam,Sangareddy,Dam/Barrage,2024,July,Monsoon,Bonalu,296,296
Singur Dam,Sangareddy,Dam/Barrage,2024,July,Monsoon,Bonalu,300,300
Singur Dam,Sangareddy,Dam/Barrage,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",310,310
Singur Dam,Sangareddy,Dam/Barrage,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",295,295
Singur Dam,Sangareddy,Dam/Barrage,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",295,295
Singur Dam,Sangareddy,Dam/Barrage,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",285,285
Singur Dam,Sangareddy,Dam/Barrage,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",482,482
Singur Dam,Sangareddy,Dam/Barrage,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",437,437
Singur Dam,Sangareddy,Dam/Barrage,2024,November,Post-Monsoon,Diwali/Deepavali,468,468
Singur Dam,Sangareddy,Dam/Barrage,2024,November,Post-Monsoon,Diwali/Deepavali,455,455
Singur Dam,Sangareddy,Dam/Barrage,2024,December,Winter,Christmas,494,494
Singur Dam,Sangareddy,Dam/Barrage,2024,December,Winter,Christmas,510,510
Singur Dam,Sangareddy,Dam/Barrage,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",474,474
Singur Dam,Sangareddy,Dam/Barrage,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",505,505
Singur Dam,Sangareddy,Dam/Barrage,2025,February,Winter,Maha Shivaratri,516,516
Singur Dam,Sangareddy,Dam/Barrage,2025,February,Winter,Maha Shivaratri,519,519
Singur Dam,Sangareddy,Dam/Barrage,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",364,364
Singur Dam,Sangareddy,Dam/Barrage,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",398,398
Singur Dam,Sangareddy,Dam/Barrage,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",387,387
Singur Dam,Sangareddy,Dam/Barrage,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",397,397
Singur Dam,Sangareddy,Dam/Barrage,2025,May,Summer,May Day,459,459
Singur Dam,Sangareddy,Dam/Barrage,2025,May,Summer,May Day,462,462
Singur Dam,Sangareddy,Dam/Barrage,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",315,315
Singur Dam,Sangareddy,Dam/Barrage,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",314,314
Singur Dam,Sangareddy,Dam/Barrage,2025,July,Monsoon,Bonalu,298,298
Singur Dam,Sangareddy,Dam/Barrage,2025,July,Monsoon,Bonalu,291,291
Singur Dam,Sangareddy,Dam/Barrage,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",296,296
Singur Dam,Sangareddy,Dam/Barrage,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",295,295
Singur Dam,Sangareddy,Dam/Barrage,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),292,292
Singur Dam,Sangareddy,Dam/Barrage,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),291,291
Singur Dam,Sangareddy,Dam/Barrage,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",479,479
Singur Dam,Sangareddy,Dam/Barrage,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",436,436
Singur Dam,Sangareddy,Dam/Barrage,2025,November,Post-Monsoon,No Major Festival / Public Holiday,469,469
Singur Dam,Sangareddy,Dam/Barrage,2025,November,Post-Monsoon,No Major Festival / Public Holiday,441,441
Singur Dam,Sangareddy,Dam/Barrage,2025,December,Winter,Christmas,490,490
Singur Dam,Sangareddy,Dam/Barrage,2025,December,Winter,Christmas,473,473
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",434,434
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,February,Winter,No Major Festival / Public Holiday,432,432
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,March,Summer,"Maha Shivaratri, Holi",339,339
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",322,322
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,May,Summer,May Day,409,409
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",274,274
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,July,Monsoon,Bonalu,259,259
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",275,275
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",278,278
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",383,383
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,November,Post-Monsoon,Diwali/Deepavali,389,389
Spanish Mosque,Hyderabad,Other/Cultural Site,2024,December,Winter,Christmas,461,461
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",461,461
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,February,Winter,Maha Shivaratri,416,416
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",313,313
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",318,318
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,May,Summer,May Day,426,426
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",252,252
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,July,Monsoon,Bonalu,262,262
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",273,273
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,September,Monsoon,Bathukamma (Engili Pula to Saddula),247,247
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,October,Post-Monsoon,"Vijaya Dasami/Dussehra, Diwali/Deepavali",407,407
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,November,Post-Monsoon,No Major Festival / Public Holiday,391,391
Spanish Mosque,Hyderabad,Other/Cultural Site,2025,December,Winter,Christmas,456,456
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",17147,17147
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,February,Winter,No Major Festival / Public Holiday,9662,9662
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,March,Summer,"Maha Shivaratri, Holi",7210,7210
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,April,Summer,"Ugadi, Sri Rama Navami, Eid-ul-Fitr, Ambedkar Jayanti",7201,7201
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,May,Summer,May Day,6929,6929
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4472,4472
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,July,Monsoon,Bonalu,4467,4467
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,August,Monsoon,"Raksha Bandhan, Krishna Janmashtami, Independence Day",4279,4279
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,September,Monsoon,"Ganesh Chaturthi, Engili Pula Bathukamma (start)",4618,4618
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,October,Post-Monsoon,"Bathukamma (Saddula Bathukamma), Dussehra/Vijayadashami",16657,16657
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,November,Post-Monsoon,Diwali/Deepavali,6649,6649
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2024,December,Winter,Christmas,7421,7421
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2025,January,Winter,"Bhogi, Sankranti/Pongal, New Year's Day, Republic Day",15961,15961
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2025,February,Winter,Maha Shivaratri,7575,7575
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2025,March,Summer,"Holi, Ugadi, Eid-ul-Fitr",7295,7295
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2025,April,Summer,"Sri Rama Navami, Ambedkar Jayanti",5665,5665
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2025,May,Summer,May Day,6930,6930
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2025,June,Monsoon,"Bakrid/Eid-ul-Adha, Telangana Formation Day",4339,4339
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2025,July,Monsoon,Bonalu,4314,4314
Sri Abhaya Anjaneya Temple,Bhadradri Kothagudem,Temple,2025,August,Monsoon,"Krishna Ashtami, Vinayaka Chavithi, Independence Day",4705,4705
